time_h,altitude_km,sma_km,ecc,period_min
624,305.353,6683.49,0.000364945,90.6285
625,314.951,6693.09,0.00083207,90.8238
626,307.291,6685.43,0.000268602,90.6679
627,304.342,6682.48,0.000410606,90.6079
628,314.422,6692.56,0.000785998,90.813
629,308.088,6686.23,0.000225752,90.6841
630,303.471,6681.61,0.000457795,90.5902
631,313.724,6691.86,0.000723174,90.7988
632,308.895,6687.03,0.000252235,90.7005
633,302.755,6680.89,0.000498502,90.5756
634,312.877,6691.01,0.000646212,90.7816
635,309.68,6687.82,0.000331311,90.7165
636,302.205,6680.34,0.000528167,90.5645
637,311.9,6690.04,0.000558655,90.7617
638,310.413,6688.55,0.000430617,90.7314
639,301.826,6679.96,0.000544479,90.5568
640,310.818,6688.95,0.000465396,90.7397
641,311.069,6689.21,0.000532563,90.7448
642,301.618,6679.76,0.000546701,90.5525
643,309.657,6687.79,0.000373817,90.716
644,311.623,6689.76,0.000628659,90.756
645,301.576,6679.71,0.000535347,90.5517
646,308.445,6686.58,0.000296492,90.6914
647,312.057,6690.19,0.000714125,90.7649
648,301.69,6679.83,0.000512083,90.554
649,307.209,6685.35,0.000254258,90.6662
650,312.354,6690.49,0.00078593,90.7709
651,301.947,6680.08,0.000479788,90.5592
652,305.978,6684.11,0.000265446,90.6412
653,312.503,6690.64,0.000842103,90.774
654,302.33,6680.47,0.000442772,90.567
655,304.776,6682.91,0.000320824,90.6167
656,312.498,6690.64,0.000881456,90.7739
657,302.819,6680.96,0.000407079,90.5769
658,303.628,6681.76,0.00039637,90.5934
659,312.336,6690.47,0.000903462,90.7706
660,303.393,6681.53,0.000380485,90.5886
661,302.555,6680.69,0.000475594,90.5716
662,312.019,6690.16,0.000908171,90.7641
663,304.029,6682.17,0.00037117,90.6016
664,301.577,6679.71,0.00054978,90.5517
665,311.552,6689.69,0.000896165,90.7546
666,304.704,6682.84,0.000384376,90.6153
667,300.708,6678.85,0.000614124,90.534
668,310.945,6689.08,0.000868504,90.7422
669,305.392,6683.53,0.000419413,90.6293
670,299.962,6678.1,0.00066576,90.5188
671,310.21,6688.35,0.000826687,90.7273
672,306.072,6684.21,0.000470682,90.6431
673,299.346,6677.48,0.000702949,90.5063
674,309.361,6687.5,0.000772623,90.71
675,306.722,6684.86,0.000531153,90.6563
676,298.865,6677,0.00072473,90.4965
677,308.417,6686.55,0.000708616,90.6908
678,307.321,6685.46,0.000594656,90.6685
679,298.52,6676.66,0.000730746,90.4895
680,307.396,6685.53,0.000637395,90.67
681,307.851,6685.99,0.000656419,90.6793
682,298.311,6676.45,0.00072116,90.4853
683,306.316,6684.45,0.000562202,90.6481
684,308.298,6686.43,0.000712898,90.6884
685,298.232,6676.37,0.000696592,90.4837
686,305.197,6683.33,0.000486999,90.6253
687,308.646,6686.78,0.000761491,90.6955
688,298.275,6676.41,0.000658086,90.4846
689,304.06,6682.2,0.000416839,90.6022
690,308.887,6687.02,0.000800325,90.7004
691,298.431,6676.57,0.000607102,90.4877
692,302.924,6681.06,0.000358297,90.5791
693,309.013,6687.15,0.000828115,90.7029
694,298.687,6676.82,0.00054555,90.4929
695,301.807,6679.94,0.000319205,90.5564
696,309.019,6687.16,0.000844071,90.7031
697,299.029,6677.17,0.000475911,90.4999
698,300.725,6678.86,0.000305903,90.5344
699,308.903,6687.04,0.000847834,90.7007
700,299.444,6677.58,0.00040159,90.5083
701,299.694,6677.83,0.000318368,90.5134
702,308.667,6686.8,0.000839428,90.6959
703,299.915,6678.05,0.000327777,90.5179
704,298.727,6676.86,0.000349464,90.4937
705,308.312,6686.45,0.000819224,90.6887
706,300.425,6678.56,0.000263492,90.5283
707,297.837,6675.97,0.000389995,90.4756
708,307.845,6685.98,0.000787905,90.6792
709,300.96,6679.1,0.000224498,90.5391
710,297.031,6675.17,0.000432665,90.4593
711,307.274,6685.41,0.000746447,90.6675
712,301.504,6679.64,0.000228166,90.5502
713,296.317,6674.45,0.000472682,90.4448
714,306.606,6684.74,0.000696105,90.654
715,302.041,6680.18,0.000273201,90.5611
716,295.7,6673.84,0.000507111,90.4322
717,305.852,6683.99,0.000638421,90.6386
718,302.556,6680.69,0.000341996,90.5716
719,295.183,6673.32,0.000534231,90.4217
720,305.024,6683.16,0.000575262,90.6218
